sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,2,3
15,3,5
20,5,5
25,5,8
30,7,8
35,8,10
40,12,8
45,14,9
50,15,10
55,16,12
60,18,12
65,21,12
70,26,9
75,30,8
80,32,8
85,33,10
90,35,10
95,37,11
100,40,10
105,44,9
110,48,7
115,50,8
120,51,9
125,55,8
130,57,8
135,58,10
140,60,10
