sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,0,5
15,2,6
20,2,8
25,2,11
30,3,12
35,5,13
40,7,13
45,9,14
50,9,16
55,10,18
60,11,19
65,13,20
70,17,18
75,18,20
80,21,19
85,24,19
90,27,18
95,28,20
100,31,19
105,32,21
110,33,22
115,35,23
120,36,24
125,39,24
130,40,25
135,46,22
140,49,21
