sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,1,4
15,1,7
20,5,5
25,7,6
30,8,7
35,9,9
40,11,9
45,14,9
50,19,6
55,20,8
60,22,8
65,25,8
70,27,8
75,29,9
80,32,8
85,32,11
90,33,12
95,36,12
100,37,13
105,40,13
110,42,13
115,42,16
120,44,16
125,46,17
130,53,12
135,55,13
140,56,14
