sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,0,5
15,3,5
20,5,5
25,7,6
30,8,7
35,11,7
40,12,8
45,14,9
50,15,10
55,19,9
60,21,9
65,22,11
70,25,10
75,25,13
80,29,11
85,31,12
90,33,12
95,37,11
100,38,12
105,40,13
110,42,13
115,45,13
120,46,14
125,48,15
130,49,16
135,51,17
140,54,16
