sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,1,4
15,3,5
20,3,7
25,5,8
30,9,6
35,10,8
40,11,9
45,15,8
50,18,7
55,23,5
60,25,5
65,27,6
70,30,5
75,32,6
80,33,7
85,34,9
90,36,9
95,38,10
100,40,10
105,42,11
110,44,11
115,47,11
120,52,8
125,53,10
130,56,9
135,58,10
140,60,10
