sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,1,4
15,2,6
20,3,7
25,6,7
30,8,7
35,10,8
40,13,7
45,17,6
50,18,7
55,21,7
60,23,7
65,25,8
70,26,9
75,29,9
80,29,11
85,30,13
90,34,11
95,38,10
100,41,9
105,42,11
110,43,12
115,47,11
120,49,11
125,52,11
130,54,11
135,58,10
140,60,10
