sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,0,5
15,2,6
20,2,8
25,3,10
30,5,10
35,6,12
40,10,10
45,11,12
50,12,13
55,13,15
60,14,16
65,19,14
70,19,16
75,21,17
80,23,17
85,28,15
90,29,16
95,32,16
100,33,17
105,35,18
110,36,19
115,41,17
120,43,17
125,44,19
130,47,18
135,50,18
140,54,16
