sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,0,5
15,2,6
20,2,8
25,4,9
30,7,8
35,9,9
40,11,9
45,12,11
50,15,10
55,17,11
60,19,11
65,20,13
70,21,14
75,24,14
80,25,15
85,27,16
90,30,15
95,32,16
100,33,17
105,37,16
110,42,13
115,44,14
120,46,14
125,47,16
130,47,18
135,50,18
140,53,17
