completion_time,task_id,start_time,process_time,num_operations
7.5,4,2.0,5.5,3
12.0,12,6.0,6.0,3
14.5,13,6.5,8.0,3
15.5,9,4.5,11.0,3
16.0,0,0.0,16.0,3
16.5,3,1.5,15.0,3
19.5,2,1.0,18.5,3
20.0,15,7.5,12.5,3
22.5,5,2.5,20.0,3
22.5,17,8.5,14.0,3
23.5,19,9.5,14.0,3
27.0,14,7.0,20.0,3
30.5,25,12.5,18.0,3
31.5,22,11.0,20.5,3
32.5,20,10.0,22.5,3
34.5,31,15.5,19.0,3
36.5,21,10.5,26.0,3
39.5,39,19.5,20.0,3
41.5,18,9.0,32.5,3
44.5,49,24.5,20.0,3
44.5,10,5.0,39.5,3
45.5,7,3.5,42.0,3
45.5,26,13.0,32.5,3
47.5,24,12.0,35.5,3
51.5,16,8.0,43.5,3
52.5,28,14.0,38.5,3
53.0,36,18.0,35.0,3
53.5,47,23.5,30.0,3
56.5,41,20.5,36.0,3
57.5,57,28.5,29.0,3
58.5,30,15.0,43.5,3
58.5,6,3.0,55.5,3
59.0,48,24.0,35.0,3
60.5,42,21.0,39.5,3
61.5,60,30.0,31.5,3
62.5,50,25.0,37.5,3
67.5,34,17.0,50.5,3
68.5,37,18.5,50.0,3
70.5,32,16.0,54.5,3
71.0,63,31.5,39.5,3
74.5,66,33.0,41.5,3
75.5,11,5.5,70.0,3
80.5,8,4.0,76.5,3
81.5,51,25.5,56.0,3
82.0,29,14.5,67.5,3
82.5,53,26.5,56.0,3
82.5,23,11.5,71.0,3
88.5,67,33.5,55.0,3
92.5,89,44.5,48.0,3
92.5,75,37.5,55.0,3
94.5,87,43.5,51.0,3
94.5,70,35.0,59.5,3
95.5,54,27.0,68.5,3
98.0,76,38.0,60.0,3
102.5,84,42.0,60.5,3
104.5,79,39.5,65.0,3
106.5,33,16.5,90.0,3
107.5,64,32.0,75.5,3
111.5,40,20.0,91.5,3
111.5,78,39.0,72.5,3
112.5,35,17.5,95.0,3
123.5,93,46.5,77.0,3
124.5,90,45.0,79.5,3
125.5,100,50.0,75.5,3
126.5,106,53.0,73.5,3
128.5,38,19.0,109.5,3
129.5,149,74.5,55.0,3
130.0,119,59.5,70.5,3
130.5,1,0.5,130.0,3
134.5,97,48.5,86.0,3
135.5,118,59.0,76.5,3
