sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,0,5
15,1,7
20,3,7
25,5,8
30,8,7
35,10,8
40,13,7
45,14,9
50,18,7
55,20,8
60,20,10
65,22,11
70,29,6
75,31,7
80,32,8
85,33,10
90,36,9
95,40,8
100,41,9
105,42,11
110,44,11
115,46,12
120,49,11
125,50,13
130,52,13
135,53,15
140,56,14
