sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,3,2
15,4,4
20,7,3
25,10,3
30,10,5
35,11,7
40,11,9
45,11,12
50,13,12
55,15,13
60,17,13
65,20,13
70,20,15
75,26,12
80,30,10
85,31,12
90,34,11
95,34,14
100,36,14
105,38,15
110,42,13
115,45,13
120,46,14
125,49,14
130,55,10
135,57,11
140,57,13
