completion_time,task_id,start_time,process_time,num_operations
11,1,2,9,3
19,2,4,15,3
19,4,8,11,3
23,3,6,17,3
23,6,12,11,3
27,7,14,13,3
28,8,16,12,3
28,5,10,18,3
30,9,18,12,3
34,0,0,34,3
38,13,26,12,3
38,10,20,18,3
39,14,28,11,3
40,12,24,16,3
45,17,34,11,3
46,15,30,16,3
46,20,40,6,3
49,19,38,11,3
51,18,36,15,3
53,21,42,11,3
62,11,22,40,3
64,24,48,16,3
65,23,46,19,3
65,26,52,13,3
66,16,32,34,3
67,27,54,13,3
67,22,44,23,3
68,25,50,18,3
69,30,60,9,3
72,29,58,14,3
74,28,56,18,3
76,31,62,14,3
80,34,68,12,3
86,40,80,6,3
86,41,82,4,3
86,32,64,22,3
90,35,70,20,3
91,37,74,17,3
93,33,66,27,3
94,42,84,10,3
97,36,72,25,3
100,43,86,14,3
105,46,92,13,3
106,44,88,18,3
111,48,96,15,3
111,39,78,33,3
116,38,76,40,3
116,47,94,22,3
119,45,90,29,3
123,49,98,25,3
125,50,100,25,3
125,51,102,23,3
130,53,106,24,3
136,52,104,32,3
139,59,118,21,3
139,57,114,25,3
