completion_time,task_id,start_time,process_time,num_operations
9,0,0,9,3
13,2,4,9,3
14,4,8,6,3
17,3,6,11,3
18,6,12,6,3
19,7,14,5,3
22,1,2,20,3
23,8,16,7,3
24,5,10,14,3
31,9,18,13,3
34,12,24,10,3
35,11,22,13,3
36,10,20,16,3
40,13,26,14,3
42,14,28,14,3
45,16,32,13,3
51,21,42,9,3
54,15,30,24,3
57,19,38,19,3
60,18,36,24,3
64,20,40,24,3
65,26,52,13,3
65,23,46,19,3
69,17,34,35,3
72,25,50,22,3
73,33,66,7,3
75,27,54,21,3
76,29,58,18,3
77,30,60,17,3
78,24,48,30,3
80,22,44,36,3
85,32,64,21,3
86,31,62,24,3
87,38,76,11,3
88,35,70,18,3
88,41,82,6,3
95,43,86,9,3
96,36,72,24,3
98,44,88,10,3
99,42,84,15,3
102,47,94,8,3
104,34,68,36,3
104,45,90,14,3
106,39,78,28,3
106,48,96,10,3
107,40,80,27,3
108,49,98,10,3
110,51,102,8,3
110,50,100,10,3
114,46,92,22,3
114,37,74,40,3
118,53,106,12,3
121,54,108,13,3
121,58,116,5,3
123,28,56,67,3
126,55,110,16,3
126,57,114,12,3
128,56,112,16,3
128,59,118,10,3
129,52,104,25,3
130,61,122,8,3
134,62,124,10,3
135,63,126,9,3
136,60,120,16,3
137,65,130,7,3
