sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,1,4
15,2,6
20,3,7
25,6,7
30,7,8
35,8,10
40,12,8
45,13,10
50,15,10
55,16,12
60,20,10
65,21,12
70,23,12
75,26,12
80,29,11
85,33,10
90,34,11
95,35,13
100,35,15
105,37,16
110,38,17
115,41,17
120,42,18
125,42,21
130,45,20
135,48,20
140,50,20
