sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,1,4
15,2,6
20,2,8
25,5,8
30,7,8
35,8,10
40,11,9
45,14,9
50,15,10
55,17,11
60,19,11
65,23,10
70,24,11
75,26,12
80,29,11
85,31,12
90,34,11
95,37,11
100,40,10
105,42,11
110,44,11
115,47,11
120,51,9
125,52,11
130,53,12
135,55,13
140,57,13
