sample_time,tasks_completed,work_in_process
0,0,1
5,1,2
10,1,4
15,2,6
20,5,5
25,7,6
30,10,5
35,12,6
40,13,7
45,16,7
50,20,5
55,21,7
60,24,6
65,26,7
70,28,7
75,32,6
80,35,5
85,36,7
90,37,8
95,42,6
100,44,6
105,46,7
110,49,6
115,50,8
120,55,5
125,56,7
130,58,7
135,59,9
140,61,9
