sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,2,3
15,4,4
20,4,6
25,8,5
30,10,5
35,14,4
40,15,5
45,18,5
50,19,6
55,20,8
60,22,8
65,25,8
70,25,10
75,27,11
80,29,11
85,33,10
90,38,7
95,41,7
100,42,8
105,44,9
110,48,7
115,49,9
120,51,9
125,53,10
130,56,9
135,57,11
140,60,10
