completion_time,task_id,start_time,process_time,num_operations
6,0,0,6,3
8,1,2,6,3
17,4,8,9,3
17,5,10,7,3
20,3,6,14,3
24,7,14,10,3
28,6,12,16,3
29,2,4,25,3
30,9,18,12,3
31,8,16,15,3
34,12,24,10,3
35,13,26,9,3
38,14,28,10,3
39,15,30,9,3
40,10,20,20,3
46,16,32,14,3
48,18,36,12,3
49,22,44,5,3
51,19,38,13,3
51,20,40,11,3
52,21,42,10,3
56,24,48,8,3
58,25,50,8,3
60,11,22,38,3
62,23,46,16,3
65,29,58,7,3
67,27,54,13,3
67,28,56,11,3
71,30,60,11,3
72,32,64,8,3
75,33,66,9,3
79,17,34,45,3
80,34,68,12,3
80,31,62,18,3
82,37,74,8,3
85,36,72,13,3
88,38,76,12,3
91,40,80,11,3
91,35,70,21,3
95,43,86,9,3
97,26,52,45,3
101,39,78,23,3
104,45,90,14,3
104,42,84,20,3
105,44,88,17,3
108,48,96,12,3
110,49,98,12,3
111,46,92,19,3
112,50,100,12,3
113,47,94,19,3
115,41,82,33,3
117,56,112,5,3
120,51,102,18,3
122,55,110,12,3
123,54,108,15,3
124,53,106,18,3
125,57,114,11,3
132,60,120,12,3
134,62,124,10,3
135,59,118,17,3
137,61,122,15,3
139,52,104,35,3
140,58,116,24,3
