sample_time,tasks_completed,work_in_process,tasks_forwarded
0,0,1,0
5,0,5,5
10,1,9,14
15,2,13,26
20,5,15,38
25,7,18,47
30,8,22,60
35,10,25,75
40,12,28,91
45,15,30,106
50,18,32,121
55,19,36,139
60,19,41,157
65,25,40,166
70,29,41,175
75,35,40,185
80,37,43,197
85,37,48,215
90,37,53,230
95,41,54,245
100,45,55,255
105,48,57,264
110,53,57,279
115,54,61,290
120,55,65,302
125,56,69,318
130,59,71,334
135,62,73,346
140,64,76,361
