completion_time,task_id,start_time,process_time,num_operations
6,0,0,6,3
14,3,3,11,3
19,7,7,12,3
20,6,6,14,3
21,5,5,16,3
23,4,4,19,3
28,11,11,17,3
28,9,9,19,3
32,2,2,30,3
34,1,1,33,3
35,21,21,14,3
40,14,14,26,3
42,8,8,34,3
42,15,15,27,3
46,13,13,33,3
46,34,34,12,3
52,16,16,36,3
54,27,27,27,3
54,17,17,37,3
57,23,23,34,3
65,47,47,18,3
66,24,24,42,3
68,35,35,33,3
69,30,30,39,3
71,12,12,59,3
75,53,53,22,3
80,29,29,51,3
81,72,72,9,3
84,40,40,44,3
85,31,31,54,3
91,33,33,58,3
92,36,36,56,3
93,58,58,35,3
102,50,50,52,3
102,37,37,65,3
105,61,61,44,3
108,43,43,65,3
111,39,39,72,3
117,57,57,60,3
118,22,22,96,3
121,68,68,53,3
123,41,41,82,3
124,42,42,82,3
129,60,60,69,3
136,65,65,71,3
138,44,44,94,3
