completion_time,task_id,start_time,process_time,num_operations
12,1,1,11,3
14,8,8,6,3
15,0,0,15,3
18,7,7,11,3
23,10,10,13,3
26,5,5,21,3
30,15,15,15,3
32,2,2,30,3
34,11,11,23,3
39,3,3,36,3
43,18,18,25,3
46,9,9,37,3
47,25,25,22,3
48,6,6,42,3
49,35,35,14,3
53,20,20,33,3
53,33,33,20,3
55,17,17,38,3
55,34,34,21,3
56,28,28,28,3
57,27,27,30,3
60,53,53,7,3
65,24,24,41,3
67,16,16,51,3
73,32,32,41,3
76,14,14,62,3
78,19,19,59,3
80,43,43,37,3
80,68,68,12,3
84,56,56,28,3
87,23,23,64,3
87,26,26,61,3
88,38,38,50,3
89,30,30,59,3
90,12,12,78,3
94,61,61,33,3
97,31,31,66,3
100,29,29,71,3
104,58,58,46,3
105,37,37,68,3
106,39,39,67,3
112,42,42,70,3
118,46,46,72,3
125,49,49,76,3
128,40,40,88,3
129,57,57,72,3
134,21,21,113,3
139,45,45,94,3
