completion_time,task_id,start_time,process_time,num_operations
11,1,1,10,3
14,0,0,14,3
15,8,8,7,3
18,6,6,12,3
18,9,9,9,3
21,2,2,19,3
23,5,5,18,3
25,4,4,21,3
26,7,7,19,3
28,3,3,25,3
29,21,21,8,3
34,15,15,19,3
35,13,13,22,3
37,14,14,23,3
38,11,11,27,3
41,23,23,18,3
46,24,24,22,3
49,19,19,30,3
51,10,10,41,3
59,30,30,29,3
60,43,43,17,3
61,32,32,29,3
63,18,18,45,3
63,40,40,23,3
66,20,20,46,3
69,37,37,32,3
72,55,55,17,3
75,29,29,46,3
80,38,38,42,3
83,28,28,55,3
83,17,17,66,3
85,26,26,59,3
89,25,25,64,3
90,42,42,48,3
96,31,31,65,3
98,45,45,53,3
99,34,34,65,3
102,57,57,45,3
104,56,56,48,3
106,16,16,90,3
108,68,68,40,3
112,79,79,33,3
116,46,46,70,3
117,58,58,59,3
117,47,47,70,3
118,51,51,67,3
118,39,39,79,3
122,54,54,68,3
125,67,67,58,3
128,85,85,43,3
131,52,52,79,3
132,87,87,45,3
132,50,50,82,3
138,48,48,90,3
139,61,61,78,3
