sample_time,tasks_completed,work_in_process,tasks_forwarded
0,0,1,0
5,0,5,4
10,2,8,19
15,5,10,33
20,8,12,46
25,14,11,61
30,16,14,81
35,19,16,107
40,24,16,118
45,27,18,130
50,33,17,149
55,37,18,172
60,43,17,189
65,48,17,211
70,50,20,236
75,55,20,253
80,61,19,274
85,68,17,294
90,72,18,313
95,76,19,338
100,82,18,364
105,86,19,389
110,88,22,414
115,93,22,441
120,97,23,469
125,104,21,488
130,108,22,514
135,113,22,534
140,116,24,555
