sample_time,tasks_completed,work_in_process,tasks_forwarded
0,0,1,0
5,0,5,4
10,2,8,20
15,7,8,29
20,8,12,44
25,15,10,66
30,17,13,92
35,22,13,111
40,27,13,125
45,30,15,137
50,34,16,165
55,37,18,184
60,41,19,206
65,44,21,227
70,52,18,247
75,56,19,271
80,59,21,296
85,63,22,318
90,71,19,339
95,73,22,357
100,76,24,378
105,84,21,401
110,87,23,421
115,89,26,452
120,96,24,469
125,102,23,489
130,109,21,506
135,116,19,526
140,118,22,554
