sample_time,tasks_completed,work_in_process,tasks_forwarded
0,0,1,0
5,0,5,5
10,0,10,21
15,2,13,44
20,6,14,63
25,7,18,92
30,8,22,114
35,10,25,139
40,14,26,163
45,17,28,190
50,22,28,212
55,24,31,235
60,26,34,264
65,29,36,290
70,34,36,320
75,37,38,345
80,41,39,372
85,43,42,405
90,47,43,438
95,49,46,471
100,51,49,507
105,55,50,537
110,55,55,569
115,58,57,609
120,62,58,639
125,66,59,667
130,70,60,700
135,75,60,731
140,83,57,762
