completion_time,task_id,start_time,process_time,num_operations
10,2,2,8,3
10,1,1,9,3
13,8,8,5,3
14,0,0,14,3
18,4,4,14,3
22,6,6,16,3
23,15,15,8,3
23,9,9,14,3
28,10,10,18,3
28,12,12,16,3
29,7,7,22,3
31,17,17,14,3
32,16,16,16,3
32,13,13,19,3
39,28,28,11,3
41,5,5,36,3
42,26,26,16,3
43,18,18,25,3
45,25,25,20,3
45,21,21,24,3
49,42,42,7,3
50,22,22,28,3
50,39,39,11,3
51,33,33,18,3
53,23,23,30,3
53,36,36,17,3
56,19,19,37,3
61,24,24,37,3
65,34,34,31,3
66,35,35,31,3
66,14,14,52,3
72,44,44,28,3
74,30,30,44,3
74,38,38,36,3
76,31,31,45,3
77,3,3,74,3
79,11,11,68,3
83,51,51,32,3
83,27,27,56,3
83,32,32,51,3
85,66,66,19,3
87,60,60,27,3
87,46,46,41,3
89,41,41,48,3
92,20,20,72,3
93,50,50,43,3
100,64,64,36,3
101,48,48,53,3
105,37,37,68,3
105,63,63,42,3
107,61,61,46,3
109,40,40,69,3
110,84,84,26,3
114,69,69,45,3
120,79,79,41,3
125,96,96,29,3
128,45,45,83,3
130,52,52,78,3
131,87,87,44,3
135,90,90,45,3
136,68,68,68,3
137,77,77,60,3
139,56,56,83,3
139,80,80,59,3
