completion_time,task_id,start_time,process_time,num_operations
8,0,0,8,3
8,1,1,7,3
9,4,4,5,3
11,2,2,9,3
16,3,3,13,3
17,11,11,6,3
19,5,5,14,3
21,6,6,15,3
22,8,8,14,3
22,7,7,15,3
23,17,17,6,3
29,21,21,8,3
31,10,10,21,3
32,15,15,17,3
34,19,19,15,3
35,16,16,19,3
36,20,20,16,3
36,12,12,24,3
42,25,25,17,3
42,22,22,20,3
42,23,23,19,3
44,9,9,35,3
45,18,18,27,3
46,28,28,18,3
48,30,30,18,3
51,35,35,16,3
52,31,31,21,3
56,14,14,42,3
60,42,42,18,3
62,24,24,38,3
63,13,13,50,3
65,29,29,36,3
70,32,32,38,3
70,34,34,36,3
70,61,61,9,3
71,46,46,25,3
72,27,27,45,3
72,60,60,12,3
74,37,37,37,3
76,51,51,25,3
77,36,36,41,3
78,39,39,39,3
80,38,38,42,3
82,33,33,49,3
84,41,41,43,3
90,40,40,50,3
92,73,73,19,3
94,49,49,45,3
95,64,64,31,3
96,43,43,53,3
97,62,62,35,3
100,58,58,42,3
103,76,76,27,3
105,47,47,58,3
109,65,65,44,3
110,82,82,28,3
114,57,57,57,3
117,66,66,51,3
119,92,92,27,3
121,69,69,52,3
123,84,84,39,3
127,63,63,64,3
131,74,74,57,3
131,53,53,78,3
131,48,48,83,3
132,50,50,82,3
132,108,108,24,3
135,70,70,65,3
136,94,94,42,3
137,67,67,70,3
138,79,79,59,3
